,FIGHTER,KD,STR,TD,SUB,WEIGHT_CLASS,METHOD,ROUND,TIME
232,"Davey Grant
Louis Smolka","1
0","81
71","0
0","0
0",Bantamweight,"KO/TKO
Punches",3,0:49
233,"Katlyn Chookagian
Amanda Ribas","0
0","63
55","0
3","0
0",Women's Flyweight,S-DEC,3,5:00
234,"Manuel Torres
Frank Camacho","1
0","34
16","0
0","0
0",Lightweight,"KO/TKO
Punches",1,3:27
235,"Allan Nascimento
Jake Hadley","0
0","19
8","2
0","0
1",Flyweight,U-DEC,3,5:00
236,"Viviane Araujo
Andrea Lee","0
1","39
47","3
1","2
0",Women's Flyweight,U-DEC,3,5:00
237,"Michael Johnson
Alan Patrick","1
0","30
22","1
0","0
0",Lightweight,"KO/TKO
Punch",2,3:22
238,"Virna Jandiroba
Angela Hill","0
0","14
21","3
1","0
0",Women's Strawweight,U-DEC,3,5:00
239,"Tatsuro Taira
Carlos Candelario","1
0","57
9","1
2","3
1",Flyweight,U-DEC,3,5:00
240,"Andre Petroski
Nick Maximov","0
0","1
4","0
0","1
0",Middleweight,"SUB
Anaconda Choke",1,1:16
241,"Charles Oliveira
Justin Gaethje","1
1","30
21","0
0","2
0",Lightweight,"SUB
Rear Naked Choke",1,3:22
242,"Carla Esparza
Rose Namajunas","0
0","30
37","2
1","0
0",Women's Strawweight,S-DEC,5,5:00
243,"Michael Chandler
Tony Ferguson","1
0","27
20","1
0","0
0",Lightweight,"KO/TKO
Kick",2,0:17
244,"Ovince Saint Preux
Mauricio Rua","0
0","62
54","0
0","0
0",Light Heavyweight,S-DEC,3,5:00
245,"Randy Brown
Khaos Williams","0
1","93
75","0
0","0
0",Welterweight,S-DEC,3,5:00
246,"Francisco Trinaldo
Danny Roberts","0
0","80
36","0
0","1
0",Welterweight,U-DEC,3,5:00
247,"Macy Chiasson
Norma Dumont","0
0","32
38","6
0","0
0",Women's Featherweight,S-DEC,3,5:00
248,"Brandon Royval
Matt Schnell","0
1","14
12","0
0","1
0",Flyweight,"SUB
Guillotine Choke",1,2:14
249,"Blagoy Ivanov
Marcos Rogerio de Lima","0
0","62
68","0
1","0
0",Heavyweight,U-DEC,3,5:00
250,"Andre Fialho
Cameron VanCamp","1
0","17
19","0
0","0
0",Welterweight,"KO/TKO
Punch",1,2:35
251,"Tracy Cortez
Melissa Gatto","0
0","36
30","2
3","1
1",Women's Flyweight,U-DEC,3,5:00
252,"CJ Vergara
Kleydson Rodrigues","0
0","71
81","0
2","0
1",Flyweight,S-DEC,3,5:00
253,"Loopy Godinez
Ariane Carnelossi","0
0","46
9","8
0","2
0",Women's Strawweight,U-DEC,3,5:00
254,"Journey Newson
Fernie Garcia","0
0","57
37","2
0","0
0",Bantamweight,U-DEC,3,5:00
255,"Marlon Vera
Rob Font","3
0","159
271","0
1","0
0",Bantamweight,U-DEC,5,5:00
256,"Andrei Arlovski
Jake Collier","0
0","91
93","0
2","0
0",Heavyweight,S-DEC,3,5:00
257,"Joanderson Brito
Andre Fili","1
0","14
6","0
0","0
0",Featherweight,"KO/TKO
Punch",1,0:41
258,"Grant Dawson
Jared Gordon","0
0","54
77","7
0","2
0",Lightweight,"SUB
Rear Naked Choke",3,4:11
259,"Darren Elkins
Tristan Connelly","0
0","75
66","5
0","1
0",Featherweight,U-DEC,3,5:00
260,"Krzysztof Jotko
Gerald Meerschaert","0
0","65
37","4
1","0
0",Middleweight,U-DEC,3,5:00
261,"Alexandr Romanov
Chase Sherman","0
0","8
0","3
0","1
0",Heavyweight,"SUB
Keylock",1,2:11
262,"Francisco Figueiredo
Daniel Da Silva","0
0","5
4","0
1","1
0",Flyweight,"SUB
Kneebar",1,1:18
263,"Gabe Green
Yohan Lainesse","0
1","48
41","0
2","0
1",Welterweight,"KO/TKO
Punches",2,4:02
264,"Natan Levy
Mike Breeden","0
0","92
104","9
3","0
0",Lightweight,U-DEC,3,5:00
265,"Shanna Young
Gina Mazany","0
0","49
48","0
1","0
0",Women's Flyweight,"KO/TKO
Punches",2,3:11
266,"Jessica Andrade
Amanda Lemos","0
0","3
7","0
0","1
0",Women's Strawweight,"SUB
Arm Triangle",1,3:13
267,"Claudio Puelles
Clay Guida","0
0","1
3","0
0","2
0",Lightweight,"SUB
Kneebar",1,3:01
268,"Maycee Barber
Montana De La Rosa","0
0","50
14","1
1","0
0",Women's Flyweight,U-DEC,3,5:00
269,"Charles Jourdain
Lando Vannata","0
0","4
8","0
1","1
0",Featherweight,"SUB
Guillotine Choke",1,2:32
270,"Marc-Andre Barriault
Jordan Wright","0
0","13
12","0
2","1
0",Catch Weight,"SUB
Guillotine Choke",1,2:36
271,"Sergey Khandozhko
Dwight Grant","2
1","49
42","1
1","0
0",Welterweight,"KO/TKO
Punches",2,4:15
272,"Tyson Pedro
Ike Villanueva","1
0","22
4","0
0","0
0",Light Heavyweight,"KO/TKO
Punches",1,4:55
273,"Aoriqileng
Cameron Else","1
0","37
6","1
0","0
0",Bantamweight,"KO/TKO
Punches",1,2:48
274,"Preston Parsons
Evan Elder","0
0","75
27","4
0","5
0",Welterweight,U-DEC,3,5:00
275,"Philipe Lins
Marcin Prachnio","0
0","64
74","4
0","0
0",Light Heavyweight,U-DEC,3,5:00
276,"Mike Jackson
Dean Barry","0
1","18
36","0
0","0
0",Welterweight,DQ,1,3:52
277,"Belal Muhammad
Vicente Luque","0
0","60
84","5
0","0
0",Welterweight,U-DEC,5,5:00
278,"Caio Borralho
Gadzhi Omargadzhiev","0
0","31
12","1
1","0
0",Middleweight,U-DEC,3,3:56
279,"Andre Fialho
Miguel Baeza","1
0","32
24","0
0","0
0",Welterweight,"KO/TKO
Punches",1,4:39
280,"Mayra Bueno Silva
Wu Yanan","0
0","87
62","0
1","2
0",Women's Bantamweight,U-DEC,3,5:00
281,"Pat Sabatini
TJ Laramie","0
0","36
15","6
1","0
0",Featherweight,U-DEC,3,5:00
282,"Mounir Lazzez
Ange Loosa","0
0","141
88","0
0","0
0",Welterweight,U-DEC,3,5:00
283,"Devin Clark
William Knight","1
0","34
21","2
1","0
2",Heavyweight,"KO/TKO
Punches",3,3:21
284,"Pannie Kianzad
Lina Lansberg","0
1","78
39","1
0","0
0",Women's Bantamweight,U-DEC,3,5:00
285,"Drakkar Klose
Brandon Jenkins","2
0","76
18","2
0","0
0",Lightweight,"KO/TKO
Punches",2,0:33
286,"Rafa Garcia
Jesse Ronson","0
0","35
25","3
0","1
0",Lightweight,"SUB
Rear Naked Choke",2,4:50
287,"Martin Buday
Chris Barnett","1
0","56
23","0
0","0
0",Heavyweight,U-DEC,3,1:38
288,"Jordan Leavitt
Trey Ogden","0
0","69
41","0
1","0
2",Lightweight,S-DEC,3,5:00
289,"Sam Hughes
Istela Nunes","0
0","76
89","2
0","0
0",Women's Strawweight,M-DEC,3,5:00
290,"Alatengheili
Kevin Croom","1
0","9
2","0
0","0
0",Bantamweight,"KO/TKO
Punches",1,0:47
291,"Alexander Volkanovski
Chan Sung Jung","1
0","138
48","4
0","0
0",Featherweight,"KO/TKO
Punches",4,0:45
292,"Aljamain Sterling
Petr Yan","0
0","62
63","2
0","0
0",Bantamweight,S-DEC,5,5:00
293,"Khamzat Chimaev
Gilbert Burns","1
0","108
119","2
0","0
0",Welterweight,U-DEC,3,5:00
294,"Mackenzie Dern
Tecia Torres","0
0","50
76","0
0","3
0",Women's Strawweight,S-DEC,3,5:00
295,"Mark Madsen
Vinc Pichel","0
0","39
68","3
1","0
0",Lightweight,U-DEC,3,5:00
296,"Ian Garry
Darian Weeks","0
0","74
40","0
1","0
0",Welterweight,U-DEC,3,5:00
297,"Anthony Hernandez
Josh Fremd","0
0","48
31","8
1","3
1",Middleweight,U-DEC,3,5:00
298,"Raquel Pennington
Aspen Ladd","0
0","114
65","0
2","0
0",Women's Bantamweight,U-DEC,3,5:00
299,"Mike Malott
Mickey Gall","1
0","28
13","0
1","0
0",Welterweight,"KO/TKO
Punch",1,3:41
300,"Aleksei Oleinik
Jared Vanderaa","0
0","8
15","0
0","1
0",Heavyweight,"SUB
Scarf Hold",1,3:39
301,"Piera Rodriguez
Kay Hansen","0
0","50
31","3
2","0
0",Women's Strawweight,U-DEC,3,5:00
302,"Julio Arce
Daniel Santos","0
0","127
49","0
0","0
0",Bantamweight,U-DEC,3,5:00
303,"Curtis Blaydes
Chris Daukaus","1
0","30
13","0
0","0
0",Heavyweight,"KO/TKO
Punch",2,0:17
304,"Alexa Grasso
Joanne Wood","0
0","16
34","2
0","1
0",Women's Flyweight,"SUB
Rear Naked Choke",1,3:57
305,"Bryan Barberena
Matt Brown","0
0","111
81","0
5","0
0",Welterweight,S-DEC,3,5:00
306,"Kai Kara-France
Askar Askarov","0
0","51
27","0
2","0
2",Flyweight,U-DEC,3,5:00
307,"Neil Magny
Max Griffin","0
1","54
67","1
0","0
0",Welterweight,S-DEC,3,5:00
308,"Marc Diakiese
Viacheslav Borshchev","0
0","17
12","11
0","0
0",Lightweight,U-DEC,3,5:00
309,"Sara McMann
Karol Rosa","0
0","24
26","4
1","0
0",Women's Bantamweight,U-DEC,3,5:00
310,"Chris Gutierrez
Batgerel Danaa","1
0","41
30","0
1","0
0",Bantamweight,"KO/TKO
Spinning Back Fist",2,2:34
311,"Aliaskhab Khizriev
Denis Tiuliulin","0
0","42
31","2
0","1
0",Middleweight,"SUB
Rear Naked Choke",2,1:58
312,"Manon Fiorot
Jennifer Maia","0
0","83
37","2
1","0
0",Women's Flyweight,U-DEC,3,5:00
313,"Matheus Nicolau
David Dvorak","1
0","36
39","0
0","0
0",Flyweight,U-DEC,3,5:00
314,"Luis Saldana
Bruno Souza","0
0","84
66","2
1","0
0",Featherweight,U-DEC,3,5:00
315,"Tom Aspinall
Alexander Volkov","0
0","29
13","2
0","1
0",Heavyweight,"SUB
Straight Armbar",1,3:45
316,"Arnold Allen
Dan Hooker","0
0","49
14","0
0","0
0",Featherweight,"KO/TKO
Punches",1,2:33
317,"Paddy Pimblett
Kazula Vargas","0
0","3
7","1
0","1
0",Lightweight,"SUB
Rear Naked Choke",1,3:49
318,"Gunnar Nelson
Takashi Sato","0
0","44
9","3
0","1
0",Welterweight,U-DEC,3,5:00
319,"Molly McCann
Luana Carolina","1
0","85
64","2
0","0
0",Women's Flyweight,"KO/TKO
Spinning Back Elbow",3,1:52
320,"Ilia Topuria
Jai Herbert","1
1","20
22","1
0","0
0",Lightweight,"KO/TKO
Punch",2,1:07
321,"Makwan Amirkhani
Mike Grundy","0
0","0
0","0
1","1
0",Featherweight,"SUB
Anaconda Choke",1,0:57
322,"Sergei Pavlovich
Shamil Abdurakhimov","1
0","21
17","0
0","0
0",Heavyweight,"KO/TKO
Punches",1,4:03
323,"Paul Craig
Nikita Krylov","0
0","2
19","1
1","1
0",Light Heavyweight,"SUB
Triangle Choke",1,3:57
324,"Jack Shore
Timur Valiev","2
0","70
72","3
2","0
1",Bantamweight,U-DEC,3,5:00
325,"Elise Reed
Cory McKenna","0
0","76
60","0
3","0
0",Women's Strawweight,S-DEC,3,5:00
326,"Muhammad Mokaev
Cody Durden","1
0","2
1","0
1","1
0",Flyweight,"SUB
Guillotine Choke",1,0:58
327,"Magomed Ankalaev
Thiago Santos","0
1","78
60","1
0","0
0",Light Heavyweight,U-DEC,5,5:00
328,"Song Yadong
Marlon Moraes","1
0","14
9","0
0","0
0",Bantamweight,"KO/TKO
Punch",1,2:06
329,"Sodiq Yusuff
Alex Caceres","0
0","64
66","1
1","0
0",Featherweight,U-DEC,3,5:00
330,"Khalil Rountree Jr.
Karl Roberson","2
0","26
17","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",2,0:25
331,"Drew Dober
Terrance McKinney","1
1","17
36","0
2","0
0",Lightweight,"KO/TKO
Punches",1,3:17
332,"Alex Pereira
Bruno Silva","0
0","108
59","0
2","0
0",Middleweight,U-DEC,3,5:00
333,"Matthew Semelsberger
AJ Fletcher","0
0","40
34","1
4","0
2",Welterweight,U-DEC,3,5:00
334,"JJ Aldrich
Gillian Robertson","0
0","60
52","0
1","0
0",Women's Flyweight,U-DEC,3,5:00
335,"Javid Basharat
Trevin Jones","0
0","89
62","0
0","0
0",Bantamweight,U-DEC,3,5:00
336,"Damon Jackson
Kamuela Kirk","0
0","32
22","2
0","1
0",Featherweight,"SUB
Arm Triangle",2,4:42
337,"Miranda Maverick
Sabina Mazo","0
0","19
15","4
0","1
0",Women's Flyweight,"SUB
Rear Naked Choke",2,2:15
338,"Cody Brundage
Dalcha Lungiambula","0
0","4
29","1
1","1
0",Middleweight,"SUB
Guillotine Choke",1,3:41
339,"Guido Cannetti
Kris Moutinho","0
0","28
11","0
0","0
0",Bantamweight,"KO/TKO
Punches",1,2:07
340,"Azamat Murzakanov
Tafon Nchukwi","1
0","28
43","1
0","0
0",Light Heavyweight,"KO/TKO
Knee",3,0:44
341,"Colby Covington
Jorge Masvidal","0
0","94
67","6
0","1
0",Welterweight,U-DEC,5,5:00
342,"Rafael Dos Anjos
Renato Moicano","1
0","149
88","5
0","0
0",Catch Weight,U-DEC,5,5:00
343,"Bryce Mitchell
Edson Barboza","1
0","34
16","4
0","0
0",Featherweight,U-DEC,3,5:00
344,"Kevin Holland
Alex Oliveira","1
0","50
21","0
2","0
1",Welterweight,"KO/TKO
Elbows",2,0:38
345,"Serghei Spivac
Greg Hardy","0
0","14
7","3
0","0
0",Heavyweight,"KO/TKO
Punches",1,2:16
346,"Jalin Turner
Jamie Mullarkey","1
0","52
35","1
1","0
0",Lightweight,"KO/TKO
Punch",2,0:46
347,"Marina Rodriguez
Yan Xiaonan","0
0","72
56","0
2","0
0",Women's Strawweight,S-DEC,3,5:00
348,"Nicolae Negumereanu
Kennedy Nzechukwu","0
0","64
95","1
0","0
0",Light Heavyweight,S-DEC,3,5:00
349,"Maryna Moroz
Mariya Agapova","0
0","28
16","2
0","3
0",Women's Flyweight,"SUB
Arm Triangle",2,3:27
350,"Umar Nurmagomedov
Brian Kelleher","0
0","18
1","1
0","1
0",Featherweight,"SUB
Rear Naked Choke",1,3:15
351,"Tim Elliott
Tagir Ulanbekov","1
0","79
90","3
2","0
1",Flyweight,U-DEC,3,5:00
352,"Ludovit Klein
Devonte Smith","0
0","60
53","0
0","0
0",Lightweight,S-DEC,3,5:00
353,"Dustin Jacoby
Michal Oleksiejczuk","0
0","89
69","1
1","0
0",Light Heavyweight,U-DEC,3,5:00
354,"Islam Makhachev
Bobby Green","0
0","14
9","1
0","0
0",Catch Weight,"KO/TKO
Punches",1,3:23
355,"Wellington Turman
Misha Cirkunov","0
0","15
30","0
1","2
1",Middleweight,"SUB
Armbar",2,1:29
356,"Priscila Cachoeira
Ji Yeon Kim","0
0","102
170","1
0","0
0",Women's Flyweight,U-DEC,3,5:00
357,"Arman Tsarukyan
Joel Alvarez","0
0","36
7","2
0","0
0",Lightweight,"KO/TKO
Punches",2,1:57
358,"Armen Petrosyan
Gregory Rodrigues","0
0","127
61","0
2","0
2",Middleweight,S-DEC,3,5:00
359,"Ignacio Bahamondes
Rong Zhu","0
0","126
48","0
1","2
0",Lightweight,"SUB
Guillotine Choke",3,1:40
360,"Josiane Nunes
Ramona Pascual","2
0","98
52","0
3","0
0",Women's Featherweight,U-DEC,3,5:00
361,"Terrance McKinney
Fares Ziam","0
0","3
1","0
0","1
0",Lightweight,"SUB
Rear Naked Choke",1,2:11
362,"Jonathan Martinez
Alejandro Perez","0
1","74
52","0
0","0
0",Featherweight,U-DEC,3,5:00
363,"Ramiz Brahimaj
Micheal Gillmore","0
0","0
0","1
0","3
0",Welterweight,"SUB
Rear Naked Choke",1,2:02
364,"Carlos Hernandez
Victor Altamirano","0
0","84
79","2
1","0
0",Flyweight,S-DEC,3,5:00
365,"Jamahal Hill
Johnny Walker","1
0","6
12","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,2:55
366,"Kyle Daukaus
Jamie Pickett","0
0","6
5","3
0","2
0",Catch Weight,"SUB
D'Arce Choke",1,4:59
367,"Parker Porter
Alan Baudot","0
0","43
55","2
0","0
0",Heavyweight,U-DEC,3,5:00
368,"Jim Miller
Nikolas Motta","1
0","48
21","0
0","0
0",Lightweight,"KO/TKO
Punch",2,1:58
369,"Joaquin Buckley
Abdul Razak Alhassan","0
0","51
46","5
3","0
0",Middleweight,S-DEC,3,5:00
370,"David Onama
Gabriel Benitez","1
0","36
46","0
0","0
0",Featherweight,"KO/TKO
Punches",1,4:24
371,"Stephanie Egger
Jessica-Rose Clark","0
0","5
2","2
1","1
0",Women's Bantamweight,"SUB
Armbar",1,3:44
372,"Chas Skelly
Mark Striegl","1
0","14
8","1
0","0
0",Featherweight,"KO/TKO
Knee",2,2:01
373,"Gloria de Paula
Diana Belbita","0
0","88
87","1
0","0
0",Women's Strawweight,U-DEC,3,5:00
374,"Chad Anheliger
Jesse Strader","2
0","67
64","0
4","2
0",Bantamweight,"KO/TKO
Punch",3,3:33
375,"Jonathan Pearce
Christian Rodriguez","0
0","18
26","6
2","2
3",Featherweight,U-DEC,3,5:00
376,"Mario Bautista
Jay Perrin","0
0","72
42","4
2","0
0",Bantamweight,U-DEC,3,5:00
377,"Israel Adesanya
Robert Whittaker","1
0","79
59","0
4","0
0",Middleweight,U-DEC,5,5:00
378,"Tai Tuivasa
Derrick Lewis","1
0","24
27","0
2","0
0",Heavyweight,"KO/TKO
Elbow",2,1:40
379,"Jared Cannonier
Derek Brunson","0
1","55
43","1
3","0
1",Middleweight,"KO/TKO
Elbows",2,4:29
380,"Renato Moicano
Alexander Hernandez","0
0","33
37","2
0","1
0",Lightweight,"SUB
Rear Naked Choke",2,1:23
381,"Bobby Green
Nasrat Haqparast","0
0","188
76","0
0","0
0",Lightweight,U-DEC,3,5:00
382,"Andrei Arlovski
Jared Vanderaa","0
0","64
70","0
0","0
0",Heavyweight,S-DEC,3,5:00
383,"Casey O'Neill
Roxanne Modafferi","0
0","229
120","0
2","0
0",Women's Flyweight,S-DEC,3,5:00
384,"Kyler Phillips
Marcelo Rojo","0
0","80
55","3
0","2
0",Bantamweight,"SUB
Triangle Armbar",3,1:48
385,"Carlos Ulberg
Fabio Cherant","0
0","66
13","2
0","0
0",Light Heavyweight,U-DEC,3,5:00
386,"Ronnie Lawrence
Mana Martinez","3
2","46
39","6
0","0
1",Bantamweight,U-DEC,3,5:00
387,"Jacob Malkoun
AJ Dobson","0
0","80
52","6
0","0
0",Middleweight,U-DEC,3,5:00
388,"Douglas Silva de Andrade
Sergey Morozov","3
1","37
32","0
1","2
0",Bantamweight,"SUB
Rear Naked Choke",2,3:24
389,"Jeremiah Wells
Blood Diamond","0
0","15
1","1
0","1
0",Welterweight,"SUB
Rear Naked Choke",1,4:38
390,"Maxim Grishin
William Knight","0
0","69
21","0
3","0
0",Heavyweight,U-DEC,3,5:00
391,"Sean Strickland
Jack Hermansson","0
0","153
137","0
0","0
0",Middleweight,S-DEC,5,5:00
392,"Nick Maximov
Punahele Soriano","0
0","29
45","11
0","1
0",Middleweight,S-DEC,3,5:00
393,"Shavkat Rakhmonov
Carlston Harris","1
0","13
10","1
0","0
0",Welterweight,"KO/TKO
Kick",1,4:10
394,"Brendan Allen
Sam Alvey","1
0","36
24","0
0","1
0",Light Heavyweight,"SUB
Rear Naked Choke",2,2:10
395,"Bryan Battle
Tresean Gore","0
0","112
57","1
2","0
1",Middleweight,U-DEC,3,5:00
396,"Julian Erosa
Steven Peterson","0
0","155
148","3
0","0
2",Featherweight,S-DEC,3,5:00
397,"John Castaneda
Miles Johns","1
0","58
34","0
0","1
0",Bantamweight,"SUB
Arm Triangle",3,1:38
398,"Hakeem Dawodu
Michael Trizano","0
0","141
70","0
1","0
0",Featherweight,U-DEC,3,5:00
399,"Chidi Njokuani
Marc-Andre Barriault","1
0","11
2","0
0","0
0",Middleweight,"KO/TKO
Punches",1,0:16
400,"Alexis Davis
Julija Stoliarenko","0
0","85
56","1
0","0
3",Women's Bantamweight,U-DEC,3,5:00
401,"Jailton Almeida
Danilo Marques","0
0","30
0","2
0","0
0",Light Heavyweight,"KO/TKO
Punches",1,2:57
402,"Phil Rowe
Jason Witt","1
0","8
8","0
4","0
0",Welterweight,"KO/TKO
Punches",2,2:15
403,"Malcolm Gordon
Denys Bondar","0
0","3
4","1
1","1
0",Flyweight,KO/TKO,1,1:22
404,"Francis Ngannou
Ciryl Gane","0
0","43
63","4
1","0
3",Heavyweight,U-DEC,5,5:00
405,"Deiveson Figueiredo
Brandon Moreno","3
0","86
105","2
1","0
0",Flyweight,U-DEC,5,5:00
406,"Michel Pereira
Andre Fialho","0
0","107
45","1
0","0
0",Welterweight,U-DEC,3,5:00
407,"Said Nurmagomedov
Cody Stamann","0
0","7
1","0
0","1
0",Bantamweight,"SUB
Guillotine Choke",1,0:47
408,"Michael Morales
Trevin Giles","1
0","26
8","0
1","0
1",Welterweight,"KO/TKO
Punches",1,4:06
409,"Victor Henry
Raoni Barcelos","0
0","181
134","0
1","0
0",Bantamweight,U-DEC,3,5:00
410,"Jack Della Maddalena
Pete Rodriguez","1
0","43
25","0
0","0
0",Welterweight,"KO/TKO
Punch",1,2:59
411,"Tony Gravely
Saimon Oliveira","0
0","46
35","11
0","0
4",Bantamweight,U-DEC,3,5:00
412,"Matt Frevola
Genaro Valdez","4
0","60
10","0
0","0
0",Lightweight,"KO/TKO
Punches",1,3:15
413,"Vanessa Demopoulos
Silvana Gomez Juarez","0
1","4
10","0
0","2
0",Women's Strawweight,"SUB
Armbar",1,2:25
414,"Jasmine Jasudavicius
Kay Hansen","0
0","50
44","2
1","0
0",Women's Flyweight,U-DEC,3,5:00
415,"Calvin Kattar
Giga Chikadze","1
0","144
128","2
0","1
0",Featherweight,U-DEC,5,5:00
416,"Jake Collier
Chase Sherman","0
0","20
10","1
0","1
0",Heavyweight,"SUB
Rear Naked Choke",1,2:26
417,"Brandon Royval
Rogerio Bontorin","0
0","40
28","0
8","3
0",Flyweight,S-DEC,3,5:00
418,"Katlyn Chookagian
Jennifer Maia","0
0","72
52","1
0","0
0",Women's Flyweight,U-DEC,3,5:00
419,"Viacheslav Borshchev
Dakota Bush","1
0","16
11","0
2","0
0",Lightweight,"KO/TKO
Punch",1,3:47
420,"Bill Algeo
Joanderson Brito","0
0","59
40","2
2","0
0",Featherweight,U-DEC,3,5:00
421,"Jamie Pickett
Joseph Holmes","0
0","50
51","2
0","0
0",Middleweight,U-DEC,3,5:00
422,"Court McGee
Ramiz Brahimaj","1
0","54
32","5
1","1
1",Welterweight,U-DEC,3,5:00
423,"Brian Kelleher
Kevin Croom","1
0","38
60","6
0","0
0",Featherweight,U-DEC,3,5:00
424,"TJ Brown
Charles Rosa","0
0","58
46","6
0","3
1",Lightweight,U-DEC,3,5:00
425,"Derrick Lewis
Chris Daukaus","1
0","14
10","0
0","0
0",Heavyweight,"KO/TKO
Punches",1,3:36
426,"Belal Muhammad
Stephen Thompson","0
0","58
19","7
0","1
0",Welterweight,U-DEC,3,5:00
427,"Amanda Lemos
Angela Hill","1
0","50
48","0
1","0
0",Women's Strawweight,S-DEC,3,5:00
428,"Ricky Simon
Raphael Assuncao","1
0","18
7","2
0","0
0",Bantamweight,"KO/TKO
Punch",2,2:14
429,"Mateusz Gamrot
Diego Ferreira","0
0","25
36","4
0","0
0",Lightweight,"KO/TKO
Knee",2,3:26
430,"Cub Swanson
Darren Elkins","1
0","18
2","0
0","0
0",Featherweight,"KO/TKO
Punches",1,2:12
431,"Gerald Meerschaert
Dustin Stoltzfus","0
0","11
12","1
4","3
1",Middleweight,"SUB
Rear Naked Choke",3,2:58
432,"Justin Tafa
Harry Hunsucker","1
0","5
5","0
0","0
1",Heavyweight,"KO/TKO
Kick",1,1:53
433,"Melissa Gatto
Sijara Eubanks","1
0","17
14","0
1","0
0",Women's Flyweight,"KO/TKO
Kick",3,0:45
434,"Charles Jourdain
Andre Ewell","0
0","137
56","0
1","0
0",Featherweight,U-DEC,3,5:00
435,"Raquel Pennington
Macy Chiasson","0
0","45
26","0
1","1
0",Women's Featherweight,"SUB
Guillotine Choke",2,3:07
436,"Don'Tale Mayes
Josh Parisian","0
0","25
10","6
0","0
0",Heavyweight,"KO/TKO
Elbows",3,3:26
437,"Jordan Leavitt
Matt Sayles","0
0","9
13","1
1","3
1",Lightweight,"SUB
Inverted Triangle",2,2:05
438,"Charles Oliveira
Dustin Poirier","0
1","73
58","0
0","3
0",Lightweight,"SUB
Rear Naked Choke",3,1:02
439,"Julianna Pena
Amanda Nunes","0
0","79
46","1
1","1
0",Women's Bantamweight,"SUB
Rear Naked Choke",2,3:26
440,"Geoff Neal
Santiago Ponzinibbio","0
0","85
91","0
1","0
0",Welterweight,S-DEC,3,5:00
441,"Kai Kara-France
Cody Garbrandt","2
0","23
9","0
0","0
0",Flyweight,"KO/TKO
Punches",1,3:21
442,"Sean O'Malley
Raulian Paiva","1
0","39
11","0
0","0
0",Bantamweight,"KO/TKO
Punches",1,4:42
443,"Josh Emmett
Dan Ige","1
0","60
70","0
1","0
0",Featherweight,U-DEC,3,5:00
444,"Dominick Cruz
Pedro Munhoz","0
1","103
74","1
0","0
0",Bantamweight,U-DEC,3,5:00
445,"Tai Tuivasa
Augusto Sakai","1
0","34
21","0
0","0
0",Heavyweight,"KO/TKO
Punches",2,0:26
446,"Bruno Silva
Jordan Wright","1
0","19
20","0
0","0
0",Middleweight,"KO/TKO
Punches",1,1:28
447,"Andre Muniz
Eryk Anders","0
0","8
3","2
0","2
0",Middleweight,"SUB
Armbar",1,3:13
448,"Erin Blanchfield
Miranda Maverick","0
0","46
21","7
0","1
0",Women's Flyweight,U-DEC,3,5:00
449,"Ryan Hall
Darrick Minner","0
0","40
26","0
1","7
0",Featherweight,U-DEC,3,5:00
450,"Tony Kelley
Randy Costa","0
0","82
31","0
0","0
0",Bantamweight,"KO/TKO
Elbows",2,4:15
451,"Gillian Robertson
Priscila Cachoeira","0
0","32
20","1
0","1
0",Women's Flyweight,"SUB
Rear Naked Choke",1,4:59
452,"Jose Aldo
Rob Font","2
0","86
149","0
1","1
0",Bantamweight,U-DEC,5,5:00
453,"Rafael Fiziev
Brad Riddell","0
0","66
59","0
1","0
0",Lightweight,"KO/TKO
Kick",3,2:20
454,"Jamahal Hill
Jimmy Crute","1
0","4
6","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,0:48
455,"Clay Guida
Leonardo Santos","0
1","18
41","2
0","1
0",Lightweight,"SUB
Rear Naked Choke",2,1:21
456,"Chris Curtis
Brendan Allen","1
0","61
43","0
0","0
1",Middleweight,"KO/TKO
Knees",2,1:58
457,"Alex Morono
Mickey Gall","1
0","90
65","0
0","0
0",Welterweight,U-DEC,3,5:00
458,"Dusko Todorovic
Maki Pitolo","0
0","30
13","1
0","0
1",Middleweight,"KO/TKO
Punches",1,4:34
459,"Manel Kape
Zhalgas Zhumagulov","2
0","53
31","0
0","0
0",Flyweight,"KO/TKO
Punches",1,4:02
460,"Bryan Barberena
Darian Weeks","0
0","108
118","0
4","0
0",Welterweight,U-DEC,3,5:00
461,"Cheyanne Vlismas
Mallory Martin","0
0","134
80","0
0","0
0",Women's Strawweight,U-DEC,3,5:00
462,"William Knight
Alonzo Menifield","1
0","55
44","1
0","0
0",Light Heavyweight,U-DEC,3,5:00
463,"Claudio Puelles
Chris Gruetzemacher","0
0","43
38","1
1","1
0",Lightweight,"SUB
Kneebar",3,3:25
464,"Vince Morales
Louis Smolka","1
0","27
23","0
0","0
0",Bantamweight,"KO/TKO
Punch",1,2:02
465,"Ketlen Vieira
Miesha Tate","0
0","113
122","0
1","0
0",Women's Bantamweight,U-DEC,5,5:00
466,"Sean Brady
Michael Chiesa","0
0","18
29","5
1","0
0",Welterweight,U-DEC,3,5:00
